"X1010_TCX"	"X1015_TCX"	"X1019_TCX"	"X1029_TCX"	"X1034_TCX"	"X1036_TCX"	"X1045_TCX"	"X1046_TCX"	"X1047_TCX"	"X1052_TCX"	"X1058_TCX"	"X1078_TCX"	"X1085_TCX"	"X1089_TCX"	"X1098_TCX"	"X1103_TCX"	"X1104_TCX"	"X1105_TCX"	"X1114_TCX"	"X1119_TCX"	"X1121_TCX"	"X1123_TCX"	"X1195_TCX"	"X1214_TCX"	"X142_TCX"	"X149_TCX"	"X731_TCX"	"X732_TCX"	"X736_TCX"	"X791_TCX"	"X797_TCX"	"X813_TCX"	"X816_TCX"	"X828_TCX"	"X834_TCX"	"X850_TCX"	"X859_TCX"	"X892_TCX"	"X894_TCX"	"X962_TCX"	"X976_TCX"	"X991_TCX"
"ENSG00000137075"	2192.87129941233	2000.84827801384	2253.64179210623	2159.16750507158	2743.1171794117	2408.17367206161	2891.44162553477	2579.47189142739	3035.94551513812	2929.6916297197	2334.4002679877	2676.31122603584	2820.38919844166	2570.37953099296	2536.14061709687	2813.53096364027	1778.67709613933	3355.59391697342	2044.55761752762	2678.31538892354	2273.69076984587	2434.72085844805	2369.35239704959	2953.81639902438	2238.55826318757	2449.16613789977	2778.39622777272	3183.1803458073	2409.70031192047	2612.49554508768	2318.7335588942	1986.13468389491	3027.6326211872	2412.33895665324	2757.3012309467	2220.67335760548	2670.86879138867	2805.30257308667	3021.45851225885	2343.12659312968	2423.09803049406	2262.4391171098
"ENSG00000275857"	156.10270267003	113.614982124553	99.1431819611539	85.9457414691369	82.0590609225721	114.833437022979	67.64882293704	74.1123668875424	121.681182971468	115.348327001467	155.346780423642	117.859987519651	115.880382423624	79.9806933019979	115.143761872108	82.9150524847231	139.064287466127	92.6414251800763	115.990991002837	148.636499705468	97.3553852405782	117.046673010137	108.568708220601	84.5536897649164	124.364347954865	95.237017609697	86.7933438388863	101.671407579302	98.6091108970236	113.143222044976	120.570864222655	102.236688059876	83.4748448080288	159.244498476663	94.4281243474898	136.713667606327	80.4043866184161	197.031958024075	96.6720803801503	138.750615606512	104.219270128777	135.494264673707
"ENSG00000224592"	82.8300054983832	208.180745689301	383.780059204467	326.243018637948	133.212761237942	64.9058557086406	128.205430566165	209.683769730608	111.94668833375	52.2184993857994	96.5669175606423	113.412440820796	131.711035760185	107.973935957697	176.686117355476	158.654763889037	244.483989254964	70.6201028012057	255.353301088336	255.349884109395	177.009791346506	158.31312823807	223.523811042414	162.432088232603	86.0983947379835	135.73149753823	157.439088824026	146.017447055381	55.5274605051201	123.344660098211	109.908134733577	266.812820058702	130.220757900525	204.435504801122	204.594269419561	205.070501409491	196.887664668173	115.335780306775	81.1680674889941	261.867359032008	131.95504363079	195.363823483019
"ENSG00000241962"	2108.97937076653	1994.04498567105	2140.63988578491	2445.06864506075	2198.54341147099	2005.42451612595	2192.04008516957	2362.55764687849	2314.37610011731	2341.25928589465	1988.01893325931	2728.56989974739	2085.21365749178	2158.47896048767	2356.4766438309	2094.4023353593	2378.67220738431	2136.82762669455	2318.95421564628	2331.49688961078	2254.21969279775	2313.9226895081	2078.77144269445	1989.23680657461	1840.24447743003	2121.46080958923	2167.81514611544	2361.15619942145	2056.43077870686	2146.93900847638	2185.03933530037	1948.73101753154	2517.60131941015	2367.14795032878	2095.25515913263	2292.725155398	2313.17235348366	2318.72974991746	2237.13786011801	1964.00519274006	1904.52311380491	1977.27095541282
"ENSG00000138193"	866.529288290778	1262.69105882138	1665.17903465938	1251.47523547407	966.591795542505	862.082904027585	677.579339417772	1700.96920100433	861.502775437991	433.33560684335	1164.05121276905	950.663106880201	1098.01411542385	1639.60421269096	735.530409889932	865.027230249274	905.039354719066	1319.76063084404	1204.05573496229	1579.73920840812	1359.43519754117	840.335088277909	983.504768586623	1563.13071210142	1861.98649630326	1632.52745934103	1407.868775061	915.042668213719	1106.71973006757	1352.1542437834	1021.98161103013	2780.33919967712	794.680522572434	749.955509717799	1680.82061338532	899.723731409208	954.544384726324	576.678901533877	826.272687022794	1399.23156020088	3151.79244341059	1959.15253629947
"ENSG00000102032"	482.113108926487	616.378286256559	512.772801325968	577.941261511849	355.94449802778	433.537831079509	504.092841885685	566.688463884014	221.459753008071	267.327541631779	559.458337606765	664.908231478784	453.389911559099	368.910947855465	240.213710112502	300.567065257121	538.313370836619	253.624885329061	711.526825405464	703.16497937587	454.030114803788	612.244135745334	305.482541757966	235.860292502135	582.686105802514	475.435190272031	268.453830943532	232.54630456968	375.289043413915	500.797868067926	620.898940248641	465.052251784559	283.814472347298	518.620596390214	507.813468713167	605.974094255072	455.624857504358	390.459672913562	317.37626388955	676.164971828915	650.529960319946	479.744227827253
"ENSG00000134815"	708.302739325918	863.33779829975	1221.69985513422	1155.00552566177	748.122867112281	895.367958237144	1130.39000907699	1165.91406445036	564.60068898761	702.221909650824	645.528851084729	1793.47320631318	614.229349458555	1007.75673560517	509.21336069303	897.714895171136	1397.37179179672	365.250209111612	1153.85067915509	860.376661756654	1034.62223042033	1053.42005709124	594.999097012903	432.781385770427	731.401514895395	820.388167441012	800.3153681888	652.211263514034	573.464635216672	601.884845140896	1020.34119110873	835.348548781916	758.786339304981	730.587935578746	891.821174392959	1334.80574115637	995.777403504999	561.060514617334	594.624494413755	811.984236401487	942.17582108354	718.434705711748
"ENSG00000125885"	107.254237888932	140.828151495704	173.767082362022	238.543282444951	187.563567823022	69.0664874848355	164.757617153114	193.41520138944	99.7785700366034	119.245229940706	121.758287359071	255.733935184148	117.146834690549	200.95149192127	125.069948240393	117.197237646676	117.75604987051	126.053086720432	212.938684975358	176.267643881485	170.814448649378	191.326292420417	135.178685725651	126.830534647375	80.8803102084087	209.221479630752	122.116216331456	115.732346925376	135.946541236673	128.909080854522	218.996059506456	145.874298817141	168.619186512218	143.104853360785	254.955935738222	122.857552646227	149.469693072697	85.3004208518859	144.096119811922	131.910796527317	239.536225699205	156.763713198068
"ENSG00000174348"	197.517705419222	191.852844066611	442.413123805149	289.40912943689	235.520161868681	213.856473296418	201.855358763748	285.603755322724	114.38031199318	88.070006426796	246.665495942945	229.048654991019	255.190131785359	212.948595916569	82.387346856767	320.498568258256	383.548276721091	125.293730776333	334.988906851478	282.028230210376	316.847526510245	297.118477641118	113.890703721611	83.4411412153781	540.941429565916	316.456861663718	187.715836674801	130.874896990378	112.012291018949	366.324366457094	217.355639585059	548.587106662751	111.856292042759	122.661302880673	429.123365090259	349.174096994539	309.247640840062	67.2792051789523	122.208101612643	445.565357158938	669.860953972865	256.80889699784
"ENSG00000184986"	362.115793268573	325.197373985249	256.91942852299	268.36119275057	213.140417980707	322.032899477486	242.226430516498	148.224733775085	171.570467989769	326.560466308208	217.275564511445	145.657154387493	212.130754709913	234.943286574619	294.80773513807	265.487619975123	463.173796157341	183.764138471955	257.084509909274	179.12603810659	248.698756841841	243.096936251824	207.557824539385	180.232865025217	251.337738174517	196.473217431028	272.490730656969	269.321069013258	221.152472011771	216.085006036716	245.242778248803	244.37062024068	187.818400818065	211.967339188532	205.6434708012	331.623018045078	241.213159855248	229.470146235355	249.888207775105	255.027539952813	118.507395872238	253.657867586823
