"Node.1" "Node.2" "CN"
"ENSG00000189195" "ENSG00000100478" 0.54
"ENSG00000116750" "ENSG00000115233" 0.55
"ENSG00000133302" "ENSG00000140931" -0.53
"ENSG00000152495" "ENSG00000134444" 0.52
"ENSG00000164985" "ENSG00000104774" -0.51
"ENSG00000131779" "ENSG00000239672" 0.52
"ENSG00000123570" "ENSG00000232767" 0.54
"ENSG00000135823" "ENSG00000138814" 0.52
"ENSG00000266472" "ENSG00000131100" 0.52
"ENSG00000250349" "ENSG00000139505" 0.52
"ENSG00000138138" "ENSG00000101266" 0.54
"ENSG00000136531" "ENSG00000111271" -0.54
"ENSG00000163412" "ENSG00000124440" -0.52
"ENSG00000146352" "ENSG00000139278" 0.52
"ENSG00000189043" "ENSG00000103035" 0.52
"ENSG00000115520" "ENSG00000186106" 0.53
"ENSG00000025156" "ENSG00000179083" 0.54
"ENSG00000061676" "ENSG00000164187" 0.54
"ENSG00000135018" "ENSG00000260545" 0.51
"ENSG00000142327" "ENSG00000148308" 0.52
"ENSG00000175768" "ENSG00000214265" 0.52
"ENSG00000114573" "ENSG00000185900" 0.54
"ENSG00000087301" "ENSG00000103769" 0.52
"ENSG00000127946" "ENSG00000107758" -0.53
"ENSG00000143951" "ENSG00000168487" -0.52
"ENSG00000165983" "ENSG00000103160" 0.52
"ENSG00000138686" "ENSG00000124688" 0.53
"ENSG00000163138" "ENSG00000275832" -0.52
"ENSG00000232040" "ENSG00000139505" 0.52
"ENSG00000143198" "ENSG00000103769" 0.53
"ENSG00000134709" "ENSG00000102468" 0.52
"ENSG00000100934" "ENSG00000101132" 0.53
"ENSG00000113387" "ENSG00000149313" 0.55
"ENSG00000287451" "ENSG00000260277" 0.52
"ENSG00000204138" "ENSG00000132872" -0.53
"ENSG00000114405" "ENSG00000111669" 0.53
"ENSG00000133256" "ENSG00000133703" -0.51
"ENSG00000114405" "ENSG00000134013" -0.52
"ENSG00000134265" "ENSG00000141425" 0.55
"ENSG00000075790" "ENSG00000109118" -0.52
"ENSG00000155858" "ENSG00000225792" 0.55
"ENSG00000182220" "ENSG00000175352" 0.53
"ENSG00000287022" "ENSG00000250910" 0.54
"ENSG00000169255" "ENSG00000254317" 0.54
"ENSG00000013561" "ENSG00000272770" 0.54
"ENSG00000055070" "ENSG00000197969" -0.53
"ENSG00000112992" "ENSG00000135002" 0.52
"ENSG00000014641" "ENSG00000135070" 0.54
"ENSG00000142875" "ENSG00000163634" 0.52
"ENSG00000188467" "ENSG00000265579" 0.53
"ENSG00000112697" "ENSG00000166503" 0.52
"ENSG00000258302" "ENSG00000260037" 0.54
"ENSG00000154174" "ENSG00000286125" 0.53
"ENSG00000112697" "ENSG00000165637" 0.53
"ENSG00000164506" "ENSG00000108094" 0.54
"ENSG00000104723" "ENSG00000133943" -0.53
"ENSG00000075945" "ENSG00000232959" 0.55
"ENSG00000119801" "ENSG00000116095" 0.53
"ENSG00000166922" "ENSG00000153933" 0.54
"ENSG00000188419" "ENSG00000155313" 0.55
"ENSG00000138430" "ENSG00000241852" -0.53
"ENSG00000109158" "ENSG00000100802" -0.52
"ENSG00000082701" "ENSG00000076108" -0.53
"ENSG00000273269" "ENSG00000198689" 0.55
"ENSG00000113595" "ENSG00000186310" 0.55
"ENSG00000163376" "ENSG00000250349" 0.53
"ENSG00000137494" "ENSG00000104164" 0.51
"ENSG00000136404" "ENSG00000268746" -0.52
"ENSG00000230612" "ENSG00000087470" 0.53
"ENSG00000069509" "ENSG00000165832" 0.54
"ENSG00000105784" "ENSG00000165458" -0.52
"ENSG00000147650" "ENSG00000134444" 0.54
"ENSG00000187144" "ENSG00000130202" 0.53
"ENSG00000189195" "ENSG00000258302" 0.54
"ENSG00000113456" "ENSG00000175073" 0.52
"ENSG00000164114" "ENSG00000118402" 0.53
"ENSG00000164112" "ENSG00000155858" 0.54
"ENSG00000136531" "ENSG00000136881" 0.52
"ENSG00000091483" "ENSG00000205808" 0.52
"ENSG00000163138" "ENSG00000183864" -0.53
"ENSG00000214021" "ENSG00000118276" -0.53
"ENSG00000114573" "ENSG00000133169" 0.54
"ENSG00000103591" "ENSG00000101654" 0.54
"ENSG00000213533" "ENSG00000198961" -0.53
"ENSG00000087470" "ENSG00000176371" -0.53
"ENSG00000138078" "ENSG00000171867" 0.55
"ENSG00000255330" "ENSG00000123570" 0.53
"ENSG00000166987" "ENSG00000139910" -0.53
"ENSG00000224746" "ENSG00000198791" 0.54
"ENSG00000169919" "ENSG00000258048" -0.53
"ENSG00000106052" "ENSG00000133703" 0.55
"ENSG00000065548" "ENSG00000272772" 0.54
"ENSG00000174840" "ENSG00000070718" 0.5
"ENSG00000070961" "ENSG00000259049" 0.53
"ENSG00000104723" "ENSG00000111790" 0.52
"ENSG00000165678" "ENSG00000141367" 0.54
"ENSG00000287451" "ENSG00000196236" -0.52
"ENSG00000091972" "ENSG00000131437" 0.53
"ENSG00000115966" "ENSG00000164031" 0.53
"ENSG00000153956" "ENSG00000118596" 0.54
"ENSG00000138095" "ENSG00000113387" 0.54
"ENSG00000113558" "ENSG00000139112" 0.54
"ENSG00000104164" "ENSG00000277954" 0.53
"ENSG00000116750" "ENSG00000174173" 0.53
"ENSG00000169891" "ENSG00000151553" 0.52
"ENSG00000145864" "ENSG00000275854" 0.53
"ENSG00000164985" "ENSG00000174106" 0.53
"ENSG00000237990" "ENSG00000144635" 0.53
"ENSG00000119318" "ENSG00000125863" 0.53
"ENSG00000138686" "ENSG00000124440" -0.54
"ENSG00000178662" "ENSG00000104343" 0.55
"ENSG00000138641" "ENSG00000148688" 0.54
"ENSG00000198015" "ENSG00000104164" 0.52
"ENSG00000113558" "ENSG00000235453" 0.52
"ENSG00000120805" "ENSG00000108946" 0.53
"ENSG00000013561" "ENSG00000107758" 0.53
"ENSG00000152495" "ENSG00000109066" -0.53
"ENSG00000287542" "ENSG00000267082" -0.52
"ENSG00000173915" "ENSG00000139131" 0.54
"ENSG00000156976" "ENSG00000132975" 0.53
"ENSG00000168890" "ENSG00000262721" 0.52
"ENSG00000275854" "ENSG00000100478" 0.53
"ENSG00000232040" "ENSG00000118276" 0.54
"ENSG00000284697" "ENSG00000275764" 0.53
"ENSG00000163328" "ENSG00000146352" 0.53
"ENSG00000114686" "ENSG00000104643" 0.56
"ENSG00000156735" "ENSG00000152219" 0.52
"ENSG00000143158" "ENSG00000136750" 0.54
"ENSG00000085433" "ENSG00000173674" 0.53
"ENSG00000229956" "ENSG00000161791" -0.53
"ENSG00000081189" "ENSG00000250349" 0.52
"ENSG00000146006" "ENSG00000159082" 0.54
"ENSG00000089775" "ENSG00000259678" 0.53
"ENSG00000079785" "ENSG00000131437" 0.55
"ENSG00000143164" "ENSG00000129636" 0.52
"ENSG00000152642" "ENSG00000146267" 0.55
"ENSG00000131437" "ENSG00000119446" 0.52
"ENSG00000197885" "ENSG00000113575" 0.52
"ENSG00000117298" "ENSG00000166987" 0.55
"ENSG00000176406" "ENSG00000108061" 0.52
"ENSG00000198612" "ENSG00000111817" 0.53
"ENSG00000111817" "ENSG00000156642" 0.54
"ENSG00000273269" "ENSG00000138686" 0.54
"ENSG00000175087" "ENSG00000109670" 0.52
"ENSG00000152932" "ENSG00000174405" 0.52
"ENSG00000147669" "ENSG00000255422" 0.52
"ENSG00000091483" "ENSG00000224746" 0.53
"ENSG00000109738" "ENSG00000176406" 0.53
"ENSG00000165678" "ENSG00000264058" 0.53
"ENSG00000118596" "ENSG00000141086" -0.52
"ENSG00000131437" "ENSG00000257647" 0.54
"ENSG00000124380" "ENSG00000136404" 0.51
"ENSG00000146352" "ENSG00000198496" -0.51
"ENSG00000143933" "ENSG00000102471" 0.53
"ENSG00000231609" "ENSG00000115415" 0.53
"ENSG00000068366" "ENSG00000260281" 0.53
"ENSG00000173166" "ENSG00000070961" 0.53
"ENSG00000226419" "ENSG00000198689" -0.53
"ENSG00000138430" "ENSG00000270049" -0.54
"ENSG00000074964" "ENSG00000163412" -0.51
"ENSG00000253197" "ENSG00000091157" 0.54
"ENSG00000164465" "ENSG00000147180" 0.53
"ENSG00000116750" "ENSG00000198301" 0.54
"ENSG00000143842" "ENSG00000008277" -0.54
"ENSG00000129682" "ENSG00000196535" -0.53
"ENSG00000228436" "ENSG00000087470" -0.53
"ENSG00000167525" "ENSG00000091157" -0.55
"ENSG00000258903" "ENSG00000085415" 0.54
"ENSG00000113595" "ENSG00000104765" 0.52
"ENSG00000106299" "ENSG00000172943" -0.52
"ENSG00000164032" "ENSG00000112996" 0.52
"ENSG00000018189" "ENSG00000164332" 0.52
"ENSG00000111799" "ENSG00000070961" 0.53
"ENSG00000114405" "ENSG00000133169" 0.54
"ENSG00000283228" "ENSG00000129128" 0.52
"ENSG00000229956" "ENSG00000163412" 0.55
"ENSG00000111731" "ENSG00000166006" 0.53
"ENSG00000165678" "ENSG00000213424" 0.54
"ENSG00000135002" "ENSG00000259580" 0.52
"ENSG00000196937" "ENSG00000106477" 0.52
"ENSG00000169629" "ENSG00000115419" 0.54
"ENSG00000163875" "ENSG00000166260" 0.52
"ENSG00000260391" "ENSG00000181481" -0.52
"ENSG00000007866" "ENSG00000258302" -0.51
"ENSG00000111684" "ENSG00000139116" -0.52
"ENSG00000214021" "ENSG00000240891" -0.53
"ENSG00000144635" "ENSG00000156011" 0.54
"ENSG00000164506" "ENSG00000071564" -0.54
"ENSG00000138442" "ENSG00000111052" 0.52
"ENSG00000140497" "ENSG00000213398" 0.55
"ENSG00000078668" "ENSG00000165832" 0.55
"ENSG00000171262" "ENSG00000104164" 0.54
"ENSG00000134709" "ENSG00000145632" 0.52
"ENSG00000153956" "ENSG00000110435" 0.52
"ENSG00000113638" "ENSG00000260281" 0.54
"ENSG00000085365" "ENSG00000088812" 0.53
"ENSG00000154174" "ENSG00000258048" 0.54
"ENSG00000188419" "ENSG00000275120" -0.53
"ENSG00000196950" "ENSG00000073969" 0.54
"ENSG00000257449" "ENSG00000198513" -0.51
"ENSG00000284697" "ENSG00000197991" 0.53
"ENSG00000177034" "ENSG00000196937" 0.52
"ENSG00000142875" "ENSG00000100744" 0.56
"ENSG00000117118" "ENSG00000075945" 0.52
"ENSG00000155961" "ENSG00000255639" 0.53
"ENSG00000134121" "ENSG00000111726" 0.54
"ENSG00000205060" "ENSG00000149313" 0.55
"ENSG00000147416" "ENSG00000089818" 0.56
"ENSG00000138069" "ENSG00000164209" 0.51
"ENSG00000142875" "ENSG00000100060" -0.51
"ENSG00000213316" "ENSG00000188419" -0.54
"ENSG00000177879" "ENSG00000166987" -0.54
"ENSG00000138641" "ENSG00000196689" -0.53
"ENSG00000022355" "ENSG00000141030" 0.54
"ENSG00000143951" "ENSG00000132329" -0.53
"ENSG00000254538" "ENSG00000140497" -0.52
"ENSG00000085433" "ENSG00000023734" 0.54
"ENSG00000154582" "ENSG00000101132" 0.52
"ENSG00000136531" "ENSG00000066654" 0.53
"ENSG00000152932" "ENSG00000040341" 0.53
"ENSG00000106299" "ENSG00000137876" 0.54
"ENSG00000114405" "ENSG00000113643" 0.53
"ENSG00000131779" "ENSG00000111726" 0.53
"ENSG00000143155" "ENSG00000014824" 0.54
"ENSG00000285830" "ENSG00000101132" 0.54
"ENSG00000286237" "ENSG00000132872" 0.54
"ENSG00000163875" "ENSG00000069329" 0.53
"ENSG00000122873" "ENSG00000286786" 0.54
"ENSG00000138430" "ENSG00000140326" -0.54
"ENSG00000273398" "ENSG00000073969" 0.55
"ENSG00000162804" "ENSG00000144635" -0.51
"ENSG00000285651" "ENSG00000143155" -0.53
"ENSG00000241472" "ENSG00000276418" 0.52
"ENSG00000136521" "ENSG00000277954" 0.52
"ENSG00000167005" "ENSG00000166479" 0.55
"ENSG00000270050" "ENSG00000089818" 0.54
"ENSG00000262304" "ENSG00000076928" 0.54
"ENSG00000134343" "ENSG00000188493" -0.51
"ENSG00000110435" "ENSG00000129636" 0.52
"ENSG00000154822" "ENSG00000155970" 0.53
"ENSG00000180116" "ENSG00000172575" 0.54
"ENSG00000123119" "ENSG00000174405" 0.53
"ENSG00000004897" "ENSG00000166479" 0.55
"ENSG00000050748" "ENSG00000177511" 0.54
"ENSG00000143164" "ENSG00000163630" 0.52
"ENSG00000079785" "ENSG00000172575" 0.54
"ENSG00000004766" "ENSG00000148572" 0.54
"ENSG00000142327" "ENSG00000145216" -0.52
"ENSG00000043355" "ENSG00000140497" 0.54
"ENSG00000088179" "ENSG00000140497" -0.53
"ENSG00000104290" "ENSG00000088888" -0.51
"ENSG00000116750" "ENSG00000110768" 0.54
"ENSG00000173166" "ENSG00000109670" 0.52
"ENSG00000260083" "ENSG00000130283" 0.52
"ENSG00000170035" "ENSG00000148400" -0.53
"ENSG00000164332" "ENSG00000110429" 0.51
"ENSG00000104435" "ENSG00000166913" 0.54
"ENSG00000260281" "ENSG00000088812" 0.53
"ENSG00000075945" "ENSG00000100522" 0.54
"ENSG00000151500" "ENSG00000267225" 0.53
"ENSG00000085433" "ENSG00000260391" 0.54
"ENSG00000239389" "ENSG00000157214" 0.53
"ENSG00000116030" "ENSG00000128590" 0.52
"ENSG00000146830" "ENSG00000125826" 0.53
"ENSG00000148925" "ENSG00000260277" 0.55
"ENSG00000142875" "ENSG00000071564" -0.53
"ENSG00000119318" "ENSG00000136003" 0.52
"ENSG00000138069" "ENSG00000091164" 0.52
"ENSG00000197860" "ENSG00000256512" 0.52
"ENSG00000143158" "ENSG00000164112" 0.54
"ENSG00000113597" "ENSG00000272770" 0.53
"ENSG00000163577" "ENSG00000120265" 0.53
"ENSG00000163444" "ENSG00000100554" 0.54
"ENSG00000113327" "ENSG00000131263" 0.52
"ENSG00000188419" "ENSG00000281348" -0.53
"ENSG00000113643" "ENSG00000070961" 0.52
"ENSG00000152642" "ENSG00000125249" 0.54
"ENSG00000139131" "ENSG00000260277" 0.54
"ENSG00000075945" "ENSG00000123570" 0.56
"ENSG00000176783" "ENSG00000078668" -0.53
"ENSG00000258903" "ENSG00000100744" 0.54
"ENSG00000258903" "ENSG00000155304" 0.53
"ENSG00000113387" "ENSG00000268746" -0.53
"ENSG00000180902" "ENSG00000276418" -0.51
"ENSG00000154277" "ENSG00000165943" 0.54
"ENSG00000164506" "ENSG00000147180" 0.52
"ENSG00000015479" "ENSG00000147416" 0.55
"ENSG00000113161" "ENSG00000085365" 0.54
"ENSG00000158301" "ENSG00000125827" 0.54
"ENSG00000139131" "ENSG00000273173" 0.54
"ENSG00000145216" "ENSG00000109738" 0.55
"ENSG00000142875" "ENSG00000106477" 0.53
"ENSG00000133059" "ENSG00000138757" 0.53
"ENSG00000164211" "ENSG00000250349" 0.52
"ENSG00000087470" "ENSG00000283900" -0.54
"ENSG00000131437" "ENSG00000198420" 0.53
"ENSG00000165801" "ENSG00000196576" 0.52
"ENSG00000119318" "ENSG00000213424" 0.54
"ENSG00000113558" "ENSG00000139131" 0.55
"ENSG00000123119" "ENSG00000099338" -0.53
"ENSG00000134709" "ENSG00000283982" 0.51
"ENSG00000164031" "ENSG00000180964" 0.51
"ENSG00000143951" "ENSG00000249115" -0.53
"ENSG00000134121" "ENSG00000112996" 0.54
"ENSG00000229956" "ENSG00000141367" 0.52
"ENSG00000138078" "ENSG00000232040" 0.54
"ENSG00000008277" "ENSG00000152475" -0.52
"ENSG00000040341" "ENSG00000185272" 0.52
"ENSG00000137563" "ENSG00000069329" 0.53
"ENSG00000113595" "ENSG00000100614" 0.54
"ENSG00000128609" "ENSG00000041357" 0.54
"ENSG00000156136" "ENSG00000108061" 0.53
"ENSG00000136521" "ENSG00000109270" 0.53
"ENSG00000181191" "ENSG00000285830" 0.52
"ENSG00000156976" "ENSG00000164615" 0.52
"ENSG00000139116" "ENSG00000125826" -0.52
"ENSG00000083720" "ENSG00000240291" 0.53
"ENSG00000173166" "ENSG00000156642" 0.54
"ENSG00000164109" "ENSG00000135002" 0.54
"ENSG00000163126" "ENSG00000164187" -0.52
"ENSG00000144635" "ENSG00000100077" 0.52
"ENSG00000272772" "ENSG00000148688" 0.53
"ENSG00000147669" "ENSG00000263069" -0.52
"ENSG00000116977" "ENSG00000164109" 0.52
"ENSG00000283058" "ENSG00000134121" 0.53
"ENSG00000229956" "ENSG00000152595" 0.53
"ENSG00000132906" "ENSG00000260281" -0.53
"ENSG00000256206" "ENSG00000104164" 0.54
"ENSG00000164112" "ENSG00000147180" 0.52
"ENSG00000133083" "ENSG00000132613" -0.52
"ENSG00000113558" "ENSG00000152234" 0.52
"ENSG00000259678" "ENSG00000105323" -0.52
"ENSG00000273841" "ENSG00000277954" 0.52
"ENSG00000078018" "ENSG00000075790" 0.52
"ENSG00000091140" "ENSG00000165832" 0.51
"ENSG00000274629" "ENSG00000085365" 0.55
"ENSG00000152595" "ENSG00000133703" 0.52
"ENSG00000119862" "ENSG00000166847" 0.53
"ENSG00000119801" "ENSG00000140395" 0.53
"ENSG00000163536" "ENSG00000258302" 0.54
"ENSG00000239605" "ENSG00000255082" -0.52
"ENSG00000145864" "ENSG00000072657" 0.54
"ENSG00000172943" "ENSG00000122126" -0.52
"ENSG00000198689" "ENSG00000236051" 0.55
"ENSG00000115419" "ENSG00000197991" 0.54
"ENSG00000204962" "ENSG00000172915" 0.52
"ENSG00000257647" "ENSG00000259678" 0.54
"ENSG00000152078" "ENSG00000162636" 0.51
"ENSG00000164615" "ENSG00000125868" 0.52
"ENSG00000099246" "ENSG00000087448" 0.53
"ENSG00000198836" "ENSG00000138641" 0.54
"ENSG00000119801" "ENSG00000151553" 0.53
"ENSG00000189195" "ENSG00000138078" 0.54
"ENSG00000196950" "ENSG00000107758" 0.55
"ENSG00000109339" "ENSG00000025156" 0.51
"ENSG00000143164" "ENSG00000169891" 0.54
"ENSG00000101911" "ENSG00000273173" 0.53
"ENSG00000003400" "ENSG00000287022" -0.51
"ENSG00000169891" "ENSG00000125826" -0.52
"ENSG00000104388" "ENSG00000091157" 0.55
"ENSG00000142875" "ENSG00000186472" 0.53
"ENSG00000164031" "ENSG00000138814" 0.53
"ENSG00000015568" "ENSG00000133083" 0.51
"ENSG00000186106" "ENSG00000108590" 0.53
"ENSG00000163875" "ENSG00000100554" 0.53
"ENSG00000116977" "ENSG00000248733" 0.54
"ENSG00000075945" "ENSG00000136830" -0.54
"ENSG00000155097" "ENSG00000111615" 0.53
"ENSG00000148400" "ENSG00000258604" 0.53
"ENSG00000114405" "ENSG00000163412" 0.55
"ENSG00000138079" "ENSG00000134265" 0.56
"ENSG00000177432" "ENSG00000196072" 0.54
"ENSG00000106477" "ENSG00000198689" 0.54
"ENSG00000198478" "ENSG00000139116" 0.53
"ENSG00000186310" "ENSG00000260838" 0.54
"ENSG00000117153" "ENSG00000260391" 0.52
"ENSG00000206199" "ENSG00000260545" 0.53
"ENSG00000070718" "ENSG00000069345" 0.54
"ENSG00000250910" "ENSG00000145864" 0.54
"ENSG00000109180" "ENSG00000101290" 0.51
"ENSG00000123119" "ENSG00000149313" 0.55
"ENSG00000115947" "ENSG00000132640" 0.52
"ENSG00000146386" "ENSG00000214265" 0.54
"ENSG00000075790" "ENSG00000129691" 0.52
"ENSG00000025156" "ENSG00000075089" 0.53
"ENSG00000143951" "ENSG00000164976" -0.52
"ENSG00000138769" "ENSG00000140497" -0.53
"ENSG00000106052" "ENSG00000125868" 0.52
"ENSG00000270751" "ENSG00000087448" 0.52
"ENSG00000108061" "ENSG00000089775" 0.51
"ENSG00000164830" "ENSG00000198440" 0.52
"ENSG00000164951" "ENSG00000154144" 0.54
"ENSG00000116030" "ENSG00000138660" 0.52
"ENSG00000113558" "ENSG00000228302" 0.53
"ENSG00000115947" "ENSG00000077279" 0.5
"ENSG00000138757" "ENSG00000112697" 0.54
"ENSG00000260391" "ENSG00000174306" -0.53
"ENSG00000143158" "ENSG00000260804" 0.54
"ENSG00000134709" "ENSG00000152332" 0.52
"ENSG00000214688" "ENSG00000070961" -0.52
"ENSG00000184277" "ENSG00000260281" 0.54
"ENSG00000135912" "ENSG00000198513" -0.52
"ENSG00000143155" "ENSG00000163444" 0.54
"ENSG00000198689" "ENSG00000126267" 0.53
"ENSG00000139180" "ENSG00000089818" 0.55
"ENSG00000285458" "ENSG00000109738" -0.52
"ENSG00000143842" "ENSG00000162989" -0.51
"ENSG00000145526" "ENSG00000107643" 0.53
"ENSG00000142875" "ENSG00000081189" 0.53
"ENSG00000206199" "ENSG00000172795" 0.53
"ENSG00000070087" "ENSG00000113387" 0.55
"ENSG00000163536" "ENSG00000260230" 0.53
"ENSG00000186310" "ENSG00000085788" 0.53
"ENSG00000162636" "ENSG00000131368" 0.52
"ENSG00000148925" "ENSG00000107719" -0.54
"ENSG00000237441" "ENSG00000149782" 0.52
"ENSG00000161664" "ENSG00000076928" 0.54
"ENSG00000134121" "ENSG00000138769" 0.54
"ENSG00000164951" "ENSG00000180329" 0.52
"ENSG00000168389" "ENSG00000229956" -0.52
"ENSG00000154822" "ENSG00000152242" 0.52
"ENSG00000214265" "ENSG00000118680" 0.51
"ENSG00000145864" "ENSG00000179841" 0.54
"ENSG00000143156" "ENSG00000148400" -0.53
"ENSG00000138078" "ENSG00000288558" 0.55
"ENSG00000114573" "ENSG00000070366" -0.53
"ENSG00000178567" "ENSG00000114120" 0.54
"ENSG00000156976" "ENSG00000069329" 0.55
"ENSG00000225792" "ENSG00000137563" 0.55
"ENSG00000155961" "ENSG00000277159" 0.51
"ENSG00000177733" "ENSG00000272770" 0.53
"ENSG00000157680" "ENSG00000166342" 0.53
"ENSG00000040341" "ENSG00000161558" -0.52
"ENSG00000023734" "ENSG00000159082" 0.53
"ENSG00000165169" "ENSG00000165629" 0.52
"ENSG00000065559" "ENSG00000079805" -0.51
"ENSG00000196937" "ENSG00000141367" 0.53
"ENSG00000085433" "ENSG00000120437" 0.53
"ENSG00000141030" "ENSG00000125814" 0.55
"ENSG00000065559" "ENSG00000101557" 0.52
"ENSG00000287451" "ENSG00000198825" 0.53
"ENSG00000138078" "ENSG00000165637" 0.54
"ENSG00000125629" "ENSG00000114405" 0.53
"ENSG00000013392" "ENSG00000180336" 0.52
"ENSG00000155970" "ENSG00000265354" 0.53
"ENSG00000109738" "ENSG00000154856" -0.51
"ENSG00000287451" "ENSG00000184305" 0.51
"ENSG00000256206" "ENSG00000140326" -0.51
"ENSG00000162639" "ENSG00000149313" 0.55
"ENSG00000085433" "ENSG00000206432" 0.54
"ENSG00000183308" "ENSG00000053770" 0.52
"ENSG00000154174" "ENSG00000134049" 0.55
"ENSG00000164129" "ENSG00000198689" 0.54
"ENSG00000134709" "ENSG00000288698" 0.52
"ENSG00000120437" "ENSG00000148572" 0.51
"ENSG00000139112" "ENSG00000156261" 0.52
"ENSG00000144635" "ENSG00000229047" 0.54
"ENSG00000164187" "ENSG00000123575" 0.53
"ENSG00000083720" "ENSG00000166987" -0.54
"ENSG00000014641" "ENSG00000156467" 0.53
"ENSG00000240553" "ENSG00000115415" 0.53
"ENSG00000163281" "ENSG00000136143" 0.53
"ENSG00000119801" "ENSG00000282218" 0.53
"ENSG00000114573" "ENSG00000102081" 0.52
"ENSG00000169567" "ENSG00000133606" 0.52
"ENSG00000146352" "ENSG00000100934" 0.53
"ENSG00000153132" "ENSG00000101654" 0.51
"ENSG00000285830" "ENSG00000183527" 0.54
"ENSG00000168393" "ENSG00000287542" -0.52
"ENSG00000188566" "ENSG00000103769" -0.52
"ENSG00000128683" "ENSG00000144827" 0.52
"ENSG00000111052" "ENSG00000100139" -0.52
"ENSG00000164506" "ENSG00000101557" 0.54
"ENSG00000163818" "ENSG00000280165" 0.51
"ENSG00000085433" "ENSG00000151835" 0.52
"ENSG00000065154" "ENSG00000139131" 0.55
"ENSG00000115415" "ENSG00000163630" 0.53
"ENSG00000162378" "ENSG00000112038" 0.53
"ENSG00000116030" "ENSG00000070087" 0.54
"ENSG00000145414" "ENSG00000185658" 0.54
"ENSG00000274272" "ENSG00000129636" -0.53
"ENSG00000151320" "ENSG00000141971" -0.52
"ENSG00000145864" "ENSG00000205269" 0.53
"ENSG00000214184" "ENSG00000153933" 0.53
"ENSG00000104765" "ENSG00000153933" 0.53
"ENSG00000148925" "ENSG00000134574" -0.54
"ENSG00000113575" "ENSG00000165983" 0.53
"ENSG00000133997" "ENSG00000206418" 0.5
"ENSG00000198420" "ENSG00000065154" 0.52
"ENSG00000112992" "ENSG00000091164" 0.52
"ENSG00000008277" "ENSG00000100934" 0.54
"ENSG00000285458" "ENSG00000104723" -0.52
"ENSG00000144357" "ENSG00000057663" 0.55
"ENSG00000075945" "ENSG00000125820" -0.51
"ENSG00000131437" "ENSG00000182220" 0.53
"ENSG00000174842" "ENSG00000163138" 0.52
"ENSG00000145632" "ENSG00000122873" 0.55
"ENSG00000101986" "ENSG00000164830" -0.53
"ENSG00000103769" "ENSG00000173638" -0.53
"ENSG00000163818" "ENSG00000188582" 0.52
"ENSG00000109339" "ENSG00000138814" 0.54
"ENSG00000040341" "ENSG00000179604" -0.53
"ENSG00000259678" "ENSG00000131748" -0.52
"ENSG00000174173" "ENSG00000109670" 0.52
"ENSG00000113456" "ENSG00000287456" 0.53
"ENSG00000105819" "ENSG00000179841" 0.52
"ENSG00000255639" "ENSG00000141378" 0.54
"ENSG00000136750" "ENSG00000103591" 0.51
"ENSG00000236107" "ENSG00000272770" 0.52
"ENSG00000168827" "ENSG00000113387" 0.53
"ENSG00000115415" "ENSG00000259891" -0.52
"ENSG00000115947" "ENSG00000283228" 0.54
"ENSG00000138442" "ENSG00000109436" 0.53
"ENSG00000236107" "ENSG00000155970" 0.54
"ENSG00000165209" "ENSG00000166987" -0.52
"ENSG00000157219" "ENSG00000123562" 0.53
"ENSG00000135932" "ENSG00000137040" 0.52
"ENSG00000014641" "ENSG00000214184" 0.54
"ENSG00000070669" "ENSG00000106299" 0.53
"ENSG00000142611" "ENSG00000104093" -0.53
"ENSG00000061676" "ENSG00000154174" 0.54
"ENSG00000122824" "ENSG00000273173" 0.53
"ENSG00000154174" "ENSG00000123570" 0.54
"ENSG00000136531" "ENSG00000179542" 0.55
"ENSG00000113575" "ENSG00000273173" 0.53
"ENSG00000104093" "ENSG00000272770" 0.55
"ENSG00000061918" "ENSG00000146535" -0.53
"ENSG00000153956" "ENSG00000250349" 0.53
"ENSG00000047597" "ENSG00000257894" 0.54
"ENSG00000259712" "ENSG00000197170" 0.52
"ENSG00000141367" "ENSG00000134440" 0.53
"ENSG00000273269" "ENSG00000288698" 0.53
"ENSG00000136643" "ENSG00000155970" 0.52
"ENSG00000166272" "ENSG00000156642" -0.52
"ENSG00000014641" "ENSG00000122873" 0.55
"ENSG00000110435" "ENSG00000100083" -0.52
"ENSG00000160908" "ENSG00000078668" -0.52
"ENSG00000183308" "ENSG00000172795" 0.52
"ENSG00000145675" "ENSG00000078668" 0.52
"ENSG00000183308" "ENSG00000186416" 0.53
"ENSG00000273841" "ENSG00000104164" 0.53
"ENSG00000138686" "ENSG00000159792" -0.53
"ENSG00000138079" "ENSG00000224746" 0.55
"ENSG00000152932" "ENSG00000081189" 0.52
"ENSG00000114405" "ENSG00000132478" -0.54
"ENSG00000163138" "ENSG00000257433" -0.53
"ENSG00000109158" "ENSG00000224531" 0.53
"ENSG00000255082" "ENSG00000165832" 0.53
"ENSG00000198380" "ENSG00000144635" 0.53
"ENSG00000142875" "ENSG00000182916" 0.54
"ENSG00000163376" "ENSG00000153130" 0.51
"ENSG00000154174" "ENSG00000261340" 0.53
"ENSG00000145864" "ENSG00000172915" 0.54
"ENSG00000075303" "ENSG00000097007" -0.53
"ENSG00000113638" "ENSG00000141367" 0.53
"ENSG00000117153" "ENSG00000023734" 0.52
"ENSG00000143727" "ENSG00000129028" 0.51
"ENSG00000248733" "ENSG00000104643" 0.55
"ENSG00000138079" "ENSG00000115310" 0.54
