Node.1	Node.2	Phi	Phi_tilde	wTO
ENSG00000174132	ENSG00000237159	g	g.AD	-0.51
ENSG00000087470	ENSG00000167604	g	g.AD	-0.52
ENSG00000178662	ENSG00000197355	g	g.AD	-0.54
ENSG00000178662	ENSG00000261118	g	g.AD	-0.53
ENSG00000254433	ENSG00000261118	g	g.AD	-0.52
ENSG00000149313	ENSG00000198520	a	a	-0.52
ENSG00000186106	ENSG00000285772	g	g.AD	0.52
ENSG00000085365	ENSG00000238194	g	g.AD	-0.51
ENSG00000108839	ENSG00000238194	g	g.AD	0.51
ENSG00000136531	ENSG00000198331	g	g.AD	0.51
ENSG00000156642	ENSG00000165633	g	g.AD	-0.51
ENSG00000156642	ENSG00000169252	g	g.AD	-0.51
ENSG00000087470	ENSG00000196826	g	g.AD	-0.52
ENSG00000178662	ENSG00000286717	g	g.AD	0.52
ENSG00000104643	ENSG00000261864	g	g.AD	-0.52
ENSG00000136531	ENSG00000245275	g	g.AD	-0.52
ENSG00000104643	ENSG00000286575	g	g.AD	-0.52
